build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace
1967,4,1,159,Hechtel,3,3940,349000,rbu60844,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3940/hechtel/rbu60844,Normal,0,1
,2,1,110,Modave,2,4577,60000,vbd12963,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/4577/modave/vbd12963,To be renovated,1,1
,,0,,Vorst,,1190,775000,vbd49761,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1190/vorst/vbd49761,,0,0
1974,,0,142,Eksel,4,3941,325000,rbu65076,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3941/eksel/rbu65076,Normal,0,0
2025,2,0,47,Namur,1,5000,200000,vbd31521,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5000/namur/vbd31521,New,0,1
2006,4,0,,Sint-Lambrechts-Woluwe,3,1200,639000,vbd32950,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd32950,Normal,0,1
2025,2,0,47,Namur,1,5000,205000,vbd31522,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5000/namur/vbd31522,New,0,1
,3,1,143,Vottem,4,4041,180000,vbd41385,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4041/vottem/vbd41385,To be renovated,0,1
1986,3,0,200,Sint-Lambrechts-Woluwe,3,1200,725000,vbd45677,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd45677,To renovate,0,1
2010,2,1,120,Dave,2,5100,420000,vbd20881,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5100/dave/vbd20881,Normal,0,1
,4,1,80,Chaudfontaine,2,4050,,vbd44851,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4050/chaudfontaine/vbd44851,Excellent,0,1
2023,2,1,103,Sint-Lambrechts-Woluwe,2,1200,533000,vbd45931,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd45931,New,0,1
1969,,1,148,Beaufays,2,4052,900000,vbd46092,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4052/beaufays/vbd46092,,0,0
1973,4,0,80,Dave,2,5100,185000,vbd33134,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5100/dave/vbd33134,Normal,0,1
2005,2,0,115,Sint-Lambrechts-Woluwe,2,1200,430000,vbd47464,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd47464,Normal,0,1
,,1,63,Seraing,1,4100,89000,vbd26543,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4100/seraing/vbd26543,To renovate,0,0
,2,0,51,Jambes,1,5100,175000,vwd15483,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/5100/jambes/vwd15483,Excellent,0,
2026,2,1,203,Sint-Lambrechts-Woluwe,4,1200,1695000,vbd47998,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd47998,New,0,1
,,1,154,Plainevaux,4,4122,325000,vbd42194,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4122/plainevaux/vbd42194,Fully renovated,0,0
1953,,0,37,Brugge,1,8000,130000,rbu62997,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8000/brugge/rbu62997,,0,1
2026,3,1,156,Sint-Lambrechts-Woluwe,2,1200,1440000,vbd47999,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd47999,New,0,1
,,1,154,Plainevaux,4,4122,325000,vbd42195,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4122/plainevaux/vbd42195,Fully renovated,0,0
1977,,0,93,Assebroek,3,8310,279000,rbu65841,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8310/assebroek/rbu65841,,0,0
2027,4,0,207,Sint-Lambrechts-Woluwe,4,1200,,vbd48173,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd48173,New,0,1
,4,1,91,Hamoir,2,4180,169000,vbd46319,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4180/hamoir/vbd46319,To renovate,0,0
,,0,80,Blankenberge,1,8370,149000,rbu57595,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8370/blankenberge/rbu57595,To renovate,0,
2016,4,0,215,Sint-Lambrechts-Woluwe,4,1200,990000,vbd48348,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd48348,Excellent,0,1
,3,1,290,Bettincourt,4,4300,399000,vbc80275,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4300/bettincourt/vbc80275,Normal,0,1
2025,,1,116,Blankenberge,2,8370,397000,rbu57605,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8370/blankenberge/rbu57605,New,0,1
,,0,185,Antwerp,3,2000,1950000,rwc41084,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2000/antwerp/rwc41084,Excellent,0,1
2025,,1,120,Blankenberge,3,8370,419000,rbu57606,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8370/blankenberge/rbu57606,New,0,1
1971,3,1,98,Grâce-Hollogne,2,4460,219000,vbd48659,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4460/grace-hollogne/vbd48659,Normal,0,1
,,0,160,Antwerp,3,2000,1145500,rwc41122,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2000/antwerp/rwc41122,Excellent,0,1
1970,4,1,105,Nandrin,2,4550,289500,vbd21790,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4550/nandrin/vbd21790,Normal,0,1
2025,2,0,116,Antwerp,2,2018,465000,rbu66949,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2018/antwerp/rbu66949,New,0,1
,,0,,,,,,rbu58936,,https://immovlan.be/en/detail/ground-floor/for-sale/8370/blankenberge/rbu58936,,0,
1976,2,0,51,Deurne,1,2100,179000,rbu63299,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2100/deurne/rbu63299,Normal,0,1
,4,1,76,Clavier,2,4560,340000,vbd44564,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4560/clavier/vbd44564,Normal,0,1
2025,,1,86,Ichtegem,2,8480,299000,rbt91540,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8480/ichtegem/rbt91540,,0,1
2020,2,1,83,Harelbeke,2,8530,299000,rbu60690,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8530/harelbeke/rbu60690,Normal,0,1
1960,4,1,122,Mortroux,4,4607,395000,vbd46583,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4607/mortroux/vbd46583,Normal,0,1
1979,2,0,72,Borsbeek,2,2150,193500,rbu60243,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2150/borsbeek/rbu60243,Normal,0,1
2018,,1,81,Harelbeke,1,8530,225000,rbu65070,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8530/harelbeke/rbu65070,,0,1
1995,4,1,160,Beyne-Heusay,3,4610,435000,vbd49869,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4610/beyne-heusay/vbd49869,Normal,1,1
,2,0,99,Merksem,3,2170,299000,rbu55928,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2170/merksem/rbu55928,Normal,0,1
1969,4,1,109,Spa,2,4900,315000,vbd42997,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4900/spa/vbd42997,To be renovated,0,1
2022,,1,49,Harelbeke,1,8530,230000,vbd49669,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8530/harelbeke/vbd49669,New,0,1
2025,,1,93,Heist-op-den-Berg,2,2220,314000,rbu62990,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2220/heist-op-den-berg/rbu62990,,0,1
,4,1,120,Aywaille,2,4920,339000,vbd34973,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4920/aywaille/vbd34973,Normal,0,1
2014,,0,130,Tielt,2,8700,320000,rbu39160,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8700/tielt/rbu39160,,0,1
2025,,1,93,Schriek,2,2223,314000,rbu62991,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2223/schriek/rbu62991,,0,1
1966,4,1,164,Bellevaux-Ligneuville,3,4960,305000,vbd33145,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/4960/bellevaux-ligneuville/vbd33145,To renovate,0,1
2023,,1,98,Desselgem,2,8792,264600,rbu58931,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8792/desselgem/rbu58931,New,0,1
2023,2,0,96,Zandhoven,2,2240,362000,rbu66674,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2240/zandhoven/rbu66674,New,0,1
1970,4,1,143,Rhisnes,4,5080,289000,vbd24418,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5080/rhisnes/vbd24418,To renovate,0,1
2012,,1,98,Roeselare,2,8800,248000,rbs47918,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8800/roeselare/rbs47918,Normal,0,1
2012,,0,227,Geel,3,2440,615000,rbu65308,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2440/geel/rbu65308,Excellent,0,1
1970,2,0,,Roeselare,2,8800,119000,rbt86761,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8800/roeselare/rbt86761,To be renovated,0,0
1974,4,1,200,Perwez,3,5352,399000,vbd26129,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5352/perwez/vbd26129,To be renovated,0,0
,,0,115,Geel,3,2440,319500,rwc41151,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2440/geel/rwc41151,,0,1
1994,,0,93,Roeselare,2,8800,165000,rbu56950,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8800/roeselare/rbu56950,,0,1
1991,4,1,44,Noiseux,1,5377,99000,rbt47502,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5377/noiseux/rbt47502,Normal,0,1
2004,,0,178,Meerhout,4,2450,325000,rbu62566,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2450/meerhout/rbu62566,Normal,0,1
,,1,50,Hastière-Lavaux,2,5540,39000,vbd46804,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5540/hastiere-lavaux/vbd46804,,0,0
2002,,0,103,Langemark,2,8920,229000,rbu60215,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8920/langemark/rbu60215,Normal,0,1
2024,4,0,159,Koningshooikt,2,2500,549000,rbu57006,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/koningshooikt/rbu57006,New,0,1
2023,2,0,85,Lier,1,2500,279000,rbu66664,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu66664,Excellent,0,1
,,0,,,,,,vbd20674,,https://immovlan.be/en/detail/bungalow/for-sale/5540/hastiere/vbd20674,,0,
2026,2,0,59,Gent,1,9000,250000,rbu57113,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9000/gent/rbu57113,New,0,1
,,1,50,Hastière,1,5540,45200,vwd14188,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5540/hastiere/vwd14188,Normal,0,1
2024,,0,176,Ranst,3,2520,,rbu66578,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2520/ranst/rbu66578,Normal,0,1
2026,2,0,89,Gent,2,9000,327500,rbu57114,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9000/gent/rbu57114,New,0,1
,,1,60,Hastière-par-delà,1,5541,130000,vwd14653,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5541/hastiere-par-dela/vwd14653,,0,1
2025,,1,130,Mechelen,3,2800,595000,rbu62458,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2800/mechelen/rbu62458,New,0,1
2026,2,0,59,Gent,1,9000,250000,rbu57125,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9000/gent/rbu57125,New,0,1
2018,,1,152,Hoevenen,3,2940,439000,rbu62325,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2940/hoevenen/rbu62325,Excellent,0,1
,,0,,,,,,vbd00449,,https://immovlan.be/en/detail/bungalow/for-sale/5542/blaimont/vbd00449,,0,
2026,2,0,89,Gent,2,9000,327500,rbu57127,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9000/gent/rbu57127,New,0,1
1975,,0,240,Hasselt,3,3500,695000,rbu61408,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbu61408,,0,1
,3,1,149,Melle,3,9090,585000,rbu66901,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9090/melle/rbu66901,Excellent,0,1
,4,0,,Blaimont,1,5542,59000,vbd24088,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5542/blaimont/vbd24088,Normal,0,0
2009,2,1,104,Belsele,1,9111,279000,rbu60100,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9111/belsele/rbu60100,,0,1
2025,4,1,165,Heusden,3,3550,725000,rbu38980,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3550/heusden/rbu38980,Excellent,0,1
1976,4,1,64,Celles,2,5561,148000,vbc95078,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5561/celles/vbc95078,,0,1
,,1,85,Aublain,2,5660,99000,vbd45572,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/5660/aublain/vbd45572,,0,0
2022,4,0,221,Beringen,2,3580,1195000,rbu45298,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3580/beringen/rbu45298,New,0,1
2020,,0,67,Stekene,1,9190,265000,rbu66605,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9190/stekene/rbu66605,Normal,0,1
,4,1,130,Ecaussinnes,2,7190,40000,vbd49360,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/7190/ecaussinnes/vbd49360,Normal,0,1
1976,,0,100,Rekem,3,3621,199000,rbu14806,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3621/rekem/rbu14806,,0,1
,2,1,152,Wetteren,3,9230,299000,rbu64857,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9230/wetteren/rbu64857,Fully renovated,0,0
2018,,0,145,Maasmechelen,3,3630,439000,rbu51087,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3630/maasmechelen/rbu51087,,0,1
2026,2,1,105,Erembodegem,2,9320,362500,rbu61603,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9320/erembodegem/rbu61603,New,0,
1975,4,1,145,Oostende,3,8400,348800,rbu64777,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/8400/oostende/rbu64777,To be renovated,0,1
1981,3,0,96,Denderwindeke,2,9400,169000,rbu65233,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9400/denderwindeke/rbu65233,Normal,0,1
1999,2,0,100,Oudsbergen,2,3670,240000,rbu46505,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3670/oudsbergen/rbu46505,Normal,0,1
1974,4,1,170,Eernegem,4,8480,395000,rbu59666,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/8480/eernegem/rbu59666,,0,1
,3,1,149,Merelbeke,3,9820,585000,rbu66904,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9820/merelbeke/rbu66904,Excellent,0,1
1970,3,1,246,Diksmuide,3,8600,219000,rbu65542,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/8600/diksmuide/rbu65542,To be renovated,0,1
2024,2,0,94,Leopoldsburg,2,3970,320000,rbu42956,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3970/leopoldsburg/rbu42956,New,0,1
1983,4,1,267,Langemark,3,8920,395000,rbu66618,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/8920/langemark/rbu66618,To be renovated,0,1
2025,2,0,146,Evergem,3,9940,435000,rbu64906,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbu64906,New,0,1
2024,2,0,86,Leopoldsburg,2,3970,300000,rbu42957,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/3970/leopoldsburg/rbu42957,New,0,1
2017,3,0,145,Liege,3,4000,599000,vbd44590,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4000/liege/vbd44590,Excellent,0,1
1978,2,1,173,Menen,3,8930,250000,rwc41129,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/8930/menen/rwc41129,Normal,0,1
,4,1,158,Rekkem,3,8930,395000,vbd19861,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/8930/rekkem/vbd19861,,0,1
2025,2,0,103,Evergem,2,9940,385000,rbu64910,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbu64910,New,0,1
2017,3,0,145,Liege,3,4020,599000,vbd44589,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbd44589,Excellent,0,1
,4,1,,Stekene,3,9190,355000,rbu64381,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/9190/stekene/rbu64381,Normal,0,1
2025,2,0,80,Evergem,1,9940,300000,rbu64911,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbu64911,New,0,1
2003,2,0,125,Huy,2,4500,50000,vbd47438,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4500/huy/vbd47438,Excellent,0,1
1960,4,1,215,Ronse,3,9600,260000,rbu66018,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/9600/ronse/rbu66018,To be renovated,0,1
2025,2,0,146,Sleidinge,3,9940,435000,rbu64990,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64990,New,0,1
2011,3,0,135,Wanze,2,4520,260000,vbd43007,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4520/wanze/vbd43007,Excellent,0,1
1986,2,1,127,Evergem,3,9940,318000,rbu59431,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/9940/evergem/rbu59431,,0,0
2025,2,0,103,Sleidinge,2,9940,385000,rbu64993,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64993,New,0,1
2025,4,0,133,Soumagne,2,4630,320000,vbd42580,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4630/soumagne/vbd42580,New,0,1
2022,4,1,72,Herselt,1,2230,249000,rbu66309,Chalet,https://immovlan.be/en/detail/chalet/for-sale/2230/herselt/rbu66309,Excellent,0,1
2025,2,0,80,Sleidinge,1,9940,300000,rbu64995,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64995,New,0,1
2020,4,0,134,Blégny,3,4670,499000,vbd47311,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4670/blegny/vbd47311,Normal,0,1
,4,1,77,Ramsel,3,2230,165000,rbu65792,Chalet,https://immovlan.be/en/detail/chalet/for-sale/2230/ramsel/rbu65792,Normal,0,1
2025,2,0,103,Sleidinge,2,9940,385000,rbu64996,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64996,New,0,1
,2,0,80,Trooz,2,4870,225000,vbd42256,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbd42256,,0,0
1986,4,1,,Gierle,1,2275,45000,rbu60912,Chalet,https://immovlan.be/en/detail/chalet/for-sale/2275/gierle/rbu60912,,0,1
,2,0,77,Trooz,2,4870,230000,vbd42257,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbd42257,,0,1
,4,0,202,Brussels,2,1000,555000,vbd48434,Loft,https://immovlan.be/en/detail/loft/for-sale/1000/brussels/vbd48434,Excellent,1,1
,4,0,66,Geel,2,2440,90000,rbu61402,Chalet,https://immovlan.be/en/detail/chalet/for-sale/2440/geel/rbu61402,Normal,0,1
,2,0,80,Trooz,2,4870,225000,vbd42262,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbd42262,,0,0
1965,4,1,440,Schaarbeek,1,1030,595000,vbd48733,Loft,https://immovlan.be/en/detail/loft/for-sale/1030/schaarbeek/vbd48733,To renovate,1,1
,,1,80,Lommel,2,3920,39500,rwc41071,Chalet,https://immovlan.be/en/detail/chalet/for-sale/3920/lommel/rwc41071,,0,1
,2,0,77,Trooz,2,4870,230000,vbd42264,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbd42264,,0,1
2025,2,1,185,Sint-Pieters-Woluwe,3,1150,995000,vbd44629,Loft,https://immovlan.be/en/detail/loft/for-sale/1150/sint-pieters-woluwe/vbd44629,New,0,1
,4,1,103,Comblain-Fairon,2,4180,210000,vbd44690,Chalet,https://immovlan.be/en/detail/chalet/for-sale/4180/comblain-fairon/vbd44690,,0,1
1935,3,0,220,Ukkel,3,1180,698000,vbd47181,Loft,https://immovlan.be/en/detail/loft/for-sale/1180/ukkel/vbd47181,Normal,0,1
2025,2,0,99,Namur,3,5000,,vbd26463,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5000/namur/vbd26463,New,0,1
,4,1,65,Grâce-Hollogne,2,4460,149000,vbd25047,Chalet,https://immovlan.be/en/detail/chalet/for-sale/4460/grace-hollogne/vbd25047,To be renovated,0,1
2006,2,1,180,Vorst,2,1190,598000,vbd45392,Loft,https://immovlan.be/en/detail/loft/for-sale/1190/vorst/vbd45392,,0,1
,,0,103,Namur,2,5000,320000,vbd44171,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5000/namur/vbd44171,Normal,0,1
1972,4,1,86,Villers-le-Temple,2,4550,349000,vbd47096,Chalet,https://immovlan.be/en/detail/chalet/for-sale/4550/villers-le-temple/vbd47096,Normal,1,1
,2,0,325,Liege,3,4000,750000,vbd46390,Loft,https://immovlan.be/en/detail/loft/for-sale/4000/liege/vbd46390,New,0,1
2026,,0,108,Jambes,3,5100,395000,vbc56235,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5100/jambes/vbc56235,New,1,1
1982,4,1,38,Sougné-Remouchamps,1,4920,175000,vbc76489,Chalet,https://immovlan.be/en/detail/chalet/for-sale/4920/sougne-remouchamps/vbc76489,Normal,0,1
,3,0,145,Liege,2,4000,399000,vbd48887,Loft,https://immovlan.be/en/detail/loft/for-sale/4000/liege/vbd48887,Excellent,0,0
2024,4,0,131,Andenne,3,5300,399000,vbd30990,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5300/andenne/vbd30990,New,0,1
,4,1,63,Malmedy,3,4960,149000,vbd33611,Chalet,https://immovlan.be/en/detail/chalet/for-sale/4960/malmedy/vbd33611,Normal,0,1
2023,,0,99,Liege,2,4020,289000,vbb88199,Loft,https://immovlan.be/en/detail/loft/for-sale/4020/liege/vbb88199,New,0,1
,3,0,178,Andenne,3,5300,960000,vbd41617,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5300/andenne/vbd41617,Excellent,0,1
2018,4,0,106,Sclayn,3,5300,345000,vbd19780,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5300/sclayn/vbd19780,,0,1
1950,2,0,178,Welkenraedt,2,4840,295000,vbd44990,Loft,https://immovlan.be/en/detail/loft/for-sale/4840/welkenraedt/vbd44990,Excellent,0,1
1967,4,1,57,Trois-Ponts,2,4980,165000,vbd43446,Chalet,https://immovlan.be/en/detail/chalet/for-sale/4980/trois-ponts/vbd43446,Excellent,0,1
1900,2,1,214,Moustier-Sur-Sambre,3,5190,550000,vbd40663,Loft,https://immovlan.be/en/detail/loft/for-sale/5190/moustier-sur-sambre/vbd40663,Normal,1,1
2025,4,1,86,Seilles,2,5300,295000,vbd39926,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5300/seilles/vbd39926,New,0,1
,4,1,57,Lierneux,2,4990,99000,vbd23534,Chalet,https://immovlan.be/en/detail/chalet/for-sale/4990/lierneux/vbd23534,To be renovated,0,1
1908,2,0,180,Kortrijk,2,8500,449000,rbu66724,Loft,https://immovlan.be/en/detail/loft/for-sale/8500/kortrijk/rbu66724,,0,0
2025,4,0,100,Seilles,2,5300,310000,vbd39927,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/5300/seilles/vbd39927,New,0,1
,4,1,63,Dave,2,5100,195000,vbd17207,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5100/dave/vbd17207,Normal,0,1
2005,,0,428,Harelbeke,4,8530,849000,rbt74827,Loft,https://immovlan.be/en/detail/loft/for-sale/8530/harelbeke/rbt74827,,0,1
1959,,0,100,Mont-sur-Marchienne,2,6032,189900,vbd48768,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/6032/mont-sur-marchienne/vbd48768,Normal,0,1
1980,4,1,60,Heure,2,5377,98000,rbs75150,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5377/heure/rbs75150,Normal,0,1
2025,,0,129,Aalst,3,9300,398000,rbu60551,Loft,https://immovlan.be/en/detail/loft/for-sale/9300/aalst/rbu60551,New,0,1
,,0,73,Knokke-Heist,2,8300,575000,rbt08380,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/8300/knokke-heist/rbt08380,,0,1
,4,0,60,Heure,3,5377,129500,vbc76200,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5377/heure/vbc76200,,0,1
2025,,0,153,Blankenberge,4,8370,658000,rbu57609,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/8370/blankenberge/rbu57609,New,0,1
2025,,0,180,Aalst,3,9300,599000,rbu64916,Loft,https://immovlan.be/en/detail/loft/for-sale/9300/aalst/rbu64916,New,0,1
2022,4,0,74,Heure,2,5377,220000,vbc76569,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5377/heure/vbc76569,,0,1
2025,,0,137,Blankenberge,3,8370,629000,rbu57610,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/8370/blankenberge/rbu57610,New,0,1
1900,4,1,495,Turnhout,6,2300,1850000,rbu60878,Mansion,https://immovlan.be/en/detail/mansion/for-sale/2300/turnhout/rbu60878,Normal,0,1
,4,1,32,Heure,1,5377,,vbd17519,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5377/heure/vbd17519,To be renovated,0,1
1892,4,1,390,Koningshooikt,6,2500,970000,rbu30258,Mansion,https://immovlan.be/en/detail/mansion/for-sale/2500/koningshooikt/rbu30258,To be renovated,0,1
2022,4,0,49,Heure,2,5377,210000,vbd41497,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5377/heure/vbd41497,,0,1
2001,2,0,219,Oostende,4,8400,599000,rbu50076,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/8400/oostende/rbu50076,Excellent,0,1
1920,4,1,660,Onze-Lieve-Vrouw-Waver,8,2861,1500000,rbu04864,Mansion,https://immovlan.be/en/detail/mansion/for-sale/2861/onze-lieve-vrouw-waver/rbu04864,,0,1
2006,2,0,54,Oostende,1,8400,237000,rwc41116,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/8400/oostende/rwc41116,Excellent,0,1
,4,1,83,Noiseux,2,5377,169000,vbd20665,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5377/noiseux/vbd20665,,0,1
1541,,1,1715,Borgloon,50,3840,1999000,rbu62802,Mansion,https://immovlan.be/en/detail/mansion/for-sale/3840/borgloon/rbu62802,To be renovated,0,0
,,1,57,Somme-Leuze,2,5377,145000,vbd31827,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5377/somme-leuze/vbd31827,Normal,0,0
