build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace
,3,1,169,Kontich,3,2550,4590000,RBU40234,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40234,New,0,1
,3,1,169,Kontich,3,2550,4910000,RBU40231,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40231,New,0,1
,3,1,169,Kontich,3,2550,4710000,RBU40225,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40225,New,0,1
,3,1,165,Kontich,3,2550,4460000,RBU40224,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40224,New,0,1
,3,1,165,Kontich,3,2550,4460000,RBU40227,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40227,New,0,1
,3,1,165,Kontich,3,2550,4460000,RBU40229,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40229,New,0,1
,3,1,165,Kontich,3,2550,4460000,RBU40232,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40232,New,0,1
,3,1,165,Kontich,3,2550,4460000,RBU40233,Residence,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbu40233,New,0,1
,3,1,176,Nijlen,3,2560,4450000,RBU38151,Residence,https://immovlan.be/en/detail/residence/for-sale/2560/nijlen/rbu38151,New,0,1
,2,0,140,Lier,2,2500,4990000,RBU38126,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu38126,New,0,1
,2,0,74,Lier,1,2500,2790000,RBU38118,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu38118,New,0,1
,2,0,74,Lier,1,2500,2590000,RBU38119,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu38119,New,0,1
,2,0,74,Lier,1,2500,2640000,RBU38123,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu38123,New,0,1
,2,1,120,Lier,3,2500,3840000,RBU38125,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38125,New,0,1
,2,1,121,,3,,,RBU38127,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38127,New,0,1
,2,1,111,Lier,3,2500,,RBU38133,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38133,New,0,1
,2,1,118,Lier,3,2500,3940000,RBU38134,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38134,New,0,1
,2,1,97,Lier,2,2500,3320000,RBU38124,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38124,New,0,1
,2,0,99,Lier,2,2500,3440000,RBU38129,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38129,New,0,1
,2,0,100,Lier,2,2500,,RBU38130,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38130,New,0,1
,2,0,126,Lier,2,2500,4590000,RBU38131,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38131,New,0,1
,2,0,126,Lier,2,2500,,RBU38132,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38132,New,0,1
,2,0,99,Lier,2,2500,3440000,RBU38135,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38135,New,0,1
,2,0,103,Lier,2,2500,,RBU38136,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38136,New,0,1
,2,0,84,Lier,1,2500,2790000,RBU38116,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38116,New,0,1
,2,0,84,Lier,1,2500,2740000,RBU38117,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38117,New,0,1
,2,0,86,Lier,1,2500,,RBU38121,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38121,New,0,1
,2,0,84,Lier,1,2500,2690000,RBU38120,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38120,New,0,1
,2,0,84,Lier,1,2500,,RBU38122,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38122,New,0,1
,2,0,92,Lier,2,2500,3350000,RBU38143,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu38143,New,0,1
,2,0,71,Lier,1,2500,2700000,RBU38144,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu38144,New,0,1
,2,1,141,Lier,3,2500,4510000,RBU38138,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38138,New,0,1
,2,1,87,Lier,2,2500,3120000,RBU38139,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38139,New,0,1
,2,0,97,Lier,2,2500,3390000,RBU38140,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38140,New,0,1
,2,0,67,Lier,1,2500,2390000,RBU38142,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu38142,New,0,1
,3,1,179,Emblem,3,2520,4550000,RBU27389,Residence,https://immovlan.be/en/detail/residence/for-sale/2520/emblem/rbu27389,New,0,1
,3,1,181,Emblem,3,2520,4600000,RBU27390,Residence,https://immovlan.be/en/detail/residence/for-sale/2520/emblem/rbu27390,New,0,1
,3,1,181,Emblem,3,2520,4600000,RBU27393,Residence,https://immovlan.be/en/detail/residence/for-sale/2520/emblem/rbu27393,New,0,1
,3,1,179,Emblem,3,2520,4550000,RBU27394,Residence,https://immovlan.be/en/detail/residence/for-sale/2520/emblem/rbu27394,New,0,1
,3,1,179,Emblem,3,2520,4807150,RBU27395,Residence,https://immovlan.be/en/detail/residence/for-sale/2520/emblem/rbu27395,New,0,1
,3,1,174,Emblem,3,2520,4400000,RBU27391,Residence,https://immovlan.be/en/detail/residence/for-sale/2520/emblem/rbu27391,New,0,1
,4,1,78,Lier,2,2500,2529000,RBU15248,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu15248,New,0,1
,4,1,94,Lier,2,2500,2899000,RBU15249,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu15249,New,0,1
,4,0,102,Lier,2,2500,3199000,RBU15250,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu15250,New,0,1
,4,1,86,Lier,2,2500,2499000,RBU15266,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2500/lier/rbu15266,New,0,1
,4,1,78,Lier,2,2500,2149000,RBU15228,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu15228,New,0,1
,4,0,102,Lier,2,2500,2779000,RBU15230,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu15230,New,0,1
,4,1,94,Lier,2,2500,2569000,RBU15251,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu15251,New,0,1
,4,1,83,Lier,2,2500,2349000,RBU15252,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu15252,New,0,1
,4,1,83,Lier,2,2500,2349000,RBU15253,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu15253,New,0,1
,4,1,94,Lier,2,2500,2499000,RBU15254,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu15254,New,0,1
,4,0,80,Lier,1,2500,1999000,RBU15229,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu15229,New,0,1
,4,0,111,Lier,3,2500,2899000,RBU15255,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15255,New,0,1
,4,1,111,Lier,3,2500,2899000,RBU15258,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15258,New,0,1
,4,1,111,Lier,3,2500,2999000,RBU15262,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15262,New,0,1
,4,1,111,Lier,3,2500,2699000,RBU15265,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15265,New,0,1
,4,1,78,Lier,2,2500,1899000,RBU15231,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15231,New,0,1
,4,0,94,Lier,2,2500,2249000,RBU15232,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15232,New,0,1
,4,1,102,Lier,2,2500,2729000,RBU15233,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15233,New,0,1
,4,0,78,Lier,2,2500,1929000,RBU15234,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15234,New,0,1
,4,0,94,Lier,2,2500,2549000,RBU15235,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15235,New,0,1
,4,1,102,Lier,2,2500,2749000,RBU15236,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15236,New,0,1
,4,1,78,Lier,2,2500,1979000,RBU15237,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15237,New,0,1
,4,1,94,Lier,2,2500,2675000,RBU15238,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15238,New,0,1
,4,0,102,Lier,2,2500,2869000,RBU15239,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15239,New,0,1
,4,0,94,Lier,2,2500,2725000,RBU15240,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15240,New,0,1
,4,1,102,Lier,2,2500,2899000,RBU15241,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15241,New,0,1
,4,0,78,Lier,2,2500,2199000,RBU15242,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15242,New,0,1
,4,0,94,Lier,2,2500,2399000,RBU15243,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15243,New,0,1
,4,1,102,Lier,2,2500,2949000,RBU15244,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15244,New,0,1
,4,1,78,Lier,2,2500,2329000,RBU15245,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15245,New,0,1
,4,1,94,Lier,2,2500,2499000,RBU15246,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15246,New,0,1
,4,0,102,Lier,2,2500,2849000,RBU15247,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15247,New,0,1
,4,1,83,Lier,2,2500,2099000,RBU15256,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15256,New,0,1
,4,0,83,Lier,2,2500,2099000,RBU15257,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15257,New,0,1
,4,1,98,Lier,2,2500,2349000,RBU15260,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15260,New,0,1
,4,1,85,Lier,2,2500,2249000,RBU15261,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15261,New,0,1
,4,1,98,Lier,2,2500,2399000,RBU15263,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15263,New,0,1
,4,1,85,Lier,2,2500,2599000,RBU15264,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu15264,New,0,1
,2,0,91,Lier,2,2500,2869810,RBT77672,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77672,New,0,1
,2,0,91,Lier,2,2500,2919810,RBT77673,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77673,New,0,1
,2,0,92,Lier,2,2500,2770220,RBT77689,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77689,New,0,1
,2,0,94,Lier,2,2500,3195200,RBT77647,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77647,New,0,1
,2,0,97,Lier,2,2500,2909610,RBT77645,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77645,New,0,1
,2,0,92,Lier,2,2500,2889610,RBT77648,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77648,New,0,1
,2,1,94,Lier,2,2500,2869810,RBT77668,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77668,New,0,1
,2,0,67,Lier,1,2500,1999020,RBT77644,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77644,New,0,1
,2,0,77,Lier,1,2500,2473900,RBT77671,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77671,New,0,1
,2,0,80,Lier,1,2500,2384520,RBT77690,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77690,New,0,1
,2,0,77,Lier,1,2500,2473900,RBT77669,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77669,New,0,1
,2,0,65,Lier,1,2500,2147490,RBT77646,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt77646,New,0,1
,2,0,116,Lier,3,2500,4253950,RBT77682,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77682,New,0,1
,2,0,116,Lier,3,2500,4253950,RBT77683,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77683,New,0,1
,2,0,116,Lier,3,2500,4253950,RBT77684,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77684,New,0,1
,2,0,116,Lier,3,2500,4253950,RBT77700,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77700,New,0,1
,2,0,91,Lier,2,2500,2869810,RBT77670,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77670,New,0,1
,2,0,81,Lier,2,2500,2384420,RBT77650,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77650,New,0,1
,2,0,80,Lier,2,2500,2384420,RBT77651,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77651,New,0,1
,2,0,87,Lier,2,2500,2393900,RBT77653,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77653,New,0,1
,2,0,97,Lier,2,2500,3266230,RBT77674,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77674,New,0,1
,2,0,92,Lier,2,2500,2919810,RBT77677,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77677,New,0,1
,2,1,94,Lier,2,2500,2919810,RBT77679,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77679,New,0,1
,2,0,95,Lier,2,2500,2929810,RBT77680,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77680,New,0,1
,2,0,92,Lier,2,2500,2919810,RBT77686,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77686,New,0,1
,2,0,96,Lier,2,2500,2770220,RBT77687,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77687,New,0,1
,2,0,95,Lier,2,2500,2820220,RBT77693,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77693,New,0,1
,2,0,95,Lier,2,2500,3768550,RBT77659,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77659,New,0,1
,2,0,94,Lier,2,2500,3295200,RBT77657,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77657,New,0,1
,2,0,94,Lier,2,2500,3245200,RBT77654,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77654,New,0,1
,2,0,97,Lier,2,2500,2974210,RBT77656,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77656,New,0,1
,2,0,97,Lier,2,2500,2959610,RBT77649,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77649,New,0,1
,2,0,92,Lier,2,2500,2919810,RBT77675,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77675,New,0,1
,2,1,94,Lier,2,2500,2919810,RBT77676,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77676,New,0,1
,2,0,94,Lier,2,2500,2919810,RBT77678,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77678,New,0,1
,2,0,92,Lier,2,2500,2899400,RBT77658,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77658,New,0,1
,2,0,92,Lier,2,2500,2889610,RBT77655,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77655,New,0,1
,2,0,99,Lier,2,2500,2830220,RBT77694,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77694,New,0,1
,2,0,91,Lier,2,2500,2830220,RBT77695,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77695,New,0,1
,2,0,95,Lier,2,2500,2830220,RBT77696,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77696,New,0,1
,2,0,95,Lier,2,2500,2830220,RBT77697,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77697,New,0,1
,2,0,91,Lier,2,2500,2820220,RBT77691,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77691,New,0,1
,2,0,95,Lier,2,2500,2820220,RBT77692,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77692,New,0,1
,2,0,74,Lier,2,2500,2691860,RBT77660,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77660,New,0,1
,2,0,80,Lier,2,2500,2384420,RBT77652,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77652,New,0,1
,2,0,69,Lier,1,2500,2790320,RBT77665,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77665,New,0,1
,2,0,59,Lier,1,2500,2395230,RBT77667,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77667,New,0,1
,2,0,59,Lier,1,2500,2395230,RBT77685,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77685,New,0,1
,2,0,76,Lier,1,2500,2384520,RBT77688,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77688,New,0,1
,2,0,61,Lier,1,2500,2395230,RBT77681,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77681,New,0,1
,2,0,58,Lier,1,2500,2394420,RBT77666,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77666,New,0,1
,2,0,65,Lier,1,2500,2384930,RBT77661,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77661,New,0,1
,2,1,65,Lier,1,2500,2384930,RBT77662,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77662,New,0,1
,2,0,65,Lier,1,2500,2384930,RBT77663,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77663,New,0,1
,2,0,66,Lier,1,2500,2384930,RBT77664,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77664,New,0,1
,2,0,59,Lier,1,2500,2285440,RBT77701,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77701,New,0,1
,2,0,61,Lier,1,2500,2275950,RBT77699,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt77699,New,0,1
,3,1,133,Berlaar,3,2590,3470000,RBT30843,Residence,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30843,New,0,1
,3,1,138,Berlaar,3,2590,3790000,RBT30845,Residence,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30845,New,0,1
,3,1,138,Berlaar,3,2590,3830000,RBT30846,Residence,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30846,New,0,1
,3,1,156,Berlaar,3,2590,3990000,RBT30848,Residence,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30848,New,0,1
,3,1,135,Berlaar,3,2590,3730000,RBT30849,Residence,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30849,New,0,1
,3,1,151,Berlaar,3,2590,3990000,RBT30841,Residence,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30841,New,0,1
,3,1,118,Berlaar,2,2590,3250000,RBT30851,Residence,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30851,New,0,1
,2,1,161,Herentals,3,2200,3750000,RBU65978,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu65978,New,0,1
,2,1,161,Herentals,3,2200,3750000,RBU65979,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu65979,New,0,1
,2,1,161,Herentals,3,2200,3750000,RBU65980,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu65980,New,0,1
,2,1,161,Herentals,3,2200,3750000,RBU65982,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu65982,New,0,1
,2,1,176,Herentals,3,2200,4030000,RBU65983,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu65983,New,0,1
,2,1,176,Herentals,3,2200,3920000,RBU65976,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu65976,New,0,1
,2,1,161,Herentals,3,2200,3920000,RBU65981,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu65981,New,0,1
,3,1,172,Noorderwijk,3,2200,4690000,RBU65826,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65826,New,0,1
,3,1,201,Noorderwijk,3,2200,4250000,RBU65827,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65827,New,0,1
,3,1,171,Noorderwijk,3,2200,4465000,RBU65828,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65828,New,0,1
,3,1,171,Noorderwijk,3,2200,4250000,RBU65829,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65829,New,0,1
,3,1,187,Noorderwijk,3,2200,4368000,RBU65830,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65830,New,0,1
,3,1,198,Noorderwijk,3,2200,4590000,RBU65831,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65831,New,0,1
,3,1,178,Noorderwijk,3,2200,5390000,RBU65823,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65823,New,0,1
,3,1,163,Noorderwijk,3,2200,4850000,RBU65832,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65832,New,0,1
,3,1,182,Noorderwijk,3,2200,3990000,RBU65825,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65825,New,0,1
,3,1,113,Herentals,3,2200,3535000,RBU65047,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/herentals/rbu65047,New,0,1
,3,1,72,Herentals,1,2200,2495000,RBU65048,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/herentals/rbu65048,New,0,1
,4,1,124,Noorderwijk,3,2200,3750000,RBU61008,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61008,New,0,1
,4,1,104,Noorderwijk,3,2200,3390000,RBU61011,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61011,New,0,1
,4,1,112,Noorderwijk,3,2200,3450000,RBU61013,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61013,New,0,1
,4,1,132,Noorderwijk,3,2200,4150000,RBU61022,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61022,New,0,1
,4,1,114,Noorderwijk,3,2200,3750000,RBU61021,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61021,New,0,1
,4,1,105,Noorderwijk,2,2200,3450000,RBU61005,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61005,New,0,1
,4,1,101,Noorderwijk,2,2200,3090000,RBU61009,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61009,New,0,1
,4,1,89,Noorderwijk,2,2200,2750000,RBU61014,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61014,New,0,1
,4,1,85,Noorderwijk,2,2200,2990000,RBU61015,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61015,New,0,1
,4,1,94,Noorderwijk,2,2200,2950000,RBU61017,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61017,New,0,1
,4,1,80,Noorderwijk,2,2200,2700000,RBU61019,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61019,New,0,1
,4,1,104,Noorderwijk,2,2200,3290000,RBU61007,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61007,New,0,1
,4,1,100,Noorderwijk,2,2200,3150000,RBU61006,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61006,New,0,1
,4,1,69,Noorderwijk,1,2200,2400000,RBU61012,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61012,New,0,1
,4,1,82,Noorderwijk,1,2200,2690000,RBU61016,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61016,New,0,1
,4,1,77,Noorderwijk,1,2200,2590000,RBU61018,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61018,New,0,1
,4,1,79,Noorderwijk,1,2200,2630000,RBU61020,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61020,New,0,1
,3,1,183,Noorderwijk,3,2200,3904130,RBU58428,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58428,New,0,1
,3,1,166,Noorderwijk,3,2200,4208350,RBU58424,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58424,New,0,1
,3,1,183,Noorderwijk,3,2200,3650000,RBU58425,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58425,New,0,1
,3,1,170,Noorderwijk,3,2200,4150000,RBU58426,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58426,New,0,1
,3,1,170,Noorderwijk,3,2200,4208350,RBU58429,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58429,New,0,1
,3,1,170,Noorderwijk,3,2200,4208350,RBU58430,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58430,New,0,1
,3,1,166,Noorderwijk,3,2200,4208350,RBU58432,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58432,New,0,1
,3,1,183,Noorderwijk,3,2200,3904130,RBU58431,Residence,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58431,New,0,1
,4,1,180,Westerlo,4,2260,5600000,RBU28367,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/2260/westerlo/rbu28367,New,0,1
,4,1,109,Laakdal,3,2430,2920000,RBU38716,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2430/laakdal/rbu38716,New,0,1
,2,0,140,Geel,3,2440,4357000,RBU51375,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51375,New,0,1
